amount,available_cash,required_reserve,pending_concurrent_outflows,agent_trust_score,agent_confidence,policy_violations,urgency_score,liquidity_ratio_before,projected_liquidity_ratio,global_projected_liquidity_ratio,reserve_shortfall,cross_agent_conflict_severity,risk_score,risk_category,recommended_decision
268646.9546187667,476203.49748770834,380962.7979901667,349683.95219821116,94.1803908493805,0.8008379389327004,0,3.0,1.25,0.545,0.0,523090.21,1.0,76.8,HIGH,MODIFY
200611.96125433713,1855685.1012943757,439421.5152312711,148973.37692446567,91.3856787273499,0.7253822735918691,0,4.0,4.223,3.766,3.427,0.0,0.002,2.0,LOW,ALLOW
1055270.4960702946,1965008.8039186161,1137978.3762353002,702311.8192143898,70.99626445682536,0.9110467648101874,0,3.0,1.727,0.799,0.182,930551.89,1.0,75.4,HIGH,MODIFY
31418.564716013367,1093465.1632644904,158609.87543841824,322151.4605581517,64.25667630671016,0.9892266757263679,1,4.0,6.894,6.696,4.665,0.0,0.002,14.5,LOW,ALLOW
1027220.7074689824,1932239.0682301484,337987.22377995553,439699.42839443625,49.12465132838954,0.9375278689500016,0,2.0,5.717,2.678,1.377,0.0,0.236,36.0,MEDIUM,ALLOW
1150480.3336355842,1741516.9723793978,710706.442356376,132026.4308497986,72.78022289736595,0.7020197608873058,0,4.0,2.45,0.832,0.646,251696.23,0.654,45.7,MEDIUM,MODIFY
23201.16340003385,1277654.1454403314,416707.8457635503,239491.47893144208,85.97561057097494,0.8511003214763813,3,4.0,3.066,3.01,2.436,0.0,0.085,19.4,LOW,BLOCK
482540.18030039396,924133.36725232,739306.6938018561,709955.4495404012,72.04175456454273,0.9855294562900745,0,2.0,1.25,0.597,0.0,1007668.96,1.0,80.5,CRITICAL,MODIFY
1055154.9275934896,1660470.4492435423,524108.3166053544,449937.30241997447,46.63544343433241,0.803133351032073,0,4.0,3.168,1.155,0.296,368730.1,1.0,70.9,HIGH,MODIFY
1048772.6301153777,670498.9055273538,309774.8126035222,599489.1836347517,67.59327012957995,0.8660616410110579,0,1.0,2.164,0.0,0.0,1287537.72,1.0,80.8,CRITICAL,BLOCK
310380.12560340523,1888340.7146181504,1215534.206166546,759752.4018825721,45.596000797351024,0.8688259960725917,1,3.0,1.554,1.298,0.673,397326.02,0.627,48.5,MEDIUM,MODIFY
303625.283945891,664416.1514971838,248889.52218441316,459046.63058939885,51.64268040927029,0.6407165009628517,1,4.0,2.67,1.45,0.0,347145.29,1.0,78.3,HIGH,MODIFY
591744.7644151852,805617.0004394725,644493.6003515781,368972.78682988713,70.6603382457039,0.7857339681712183,0,2.0,1.25,0.332,0.0,799594.15,1.0,81.3,CRITICAL,MODIFY
377232.10466105945,329424.6880375859,263539.7504300687,388421.0184624115,98.90676576004402,0.6284597615009654,0,1.0,1.25,0.0,0.0,699768.19,1.0,76.5,HIGH,BLOCK
238466.44735765422,1615921.1403466754,1304203.1755736049,486244.4913800484,40.76617763262267,0.9164503759972998,1,1.0,1.239,1.056,0.683,412992.97,0.617,53.0,MEDIUM,MODIFY
735649.5746705835,369158.3539172454,260696.68607655296,267449.82187717105,71.01569924543816,0.6000868152830667,0,2.0,1.416,0.0,0.0,894637.73,1.0,81.8,CRITICAL,BLOCK
321242.7288402557,1313254.2601325433,1173489.9230352845,468020.86593931244,40.75321007620411,0.6009889577847916,1,4.0,1.119,0.845,0.447,649499.26,0.853,74.7,HIGH,MODIFY
758320.2729904411,1290080.173562368,571019.3301214399,640585.4741255862,75.5644175981769,0.9727308293054205,0,4.0,2.259,0.931,0.0,679844.9,1.0,74.4,HIGH,MODIFY
1126941.4393680696,248170.19914505328,198536.15931604264,304712.04794520093,79.31209653346852,0.7509707519882569,0,1.0,1.25,0.0,0.0,1382019.45,1.0,80.6,CRITICAL,BLOCK
240469.15371047237,281098.12916617305,224878.50333293845,144963.41009347676,58.02760624289168,0.8631044340703331,0,4.0,1.25,0.181,0.0,329212.94,1.0,85.9,CRITICAL,MODIFY
442055.73922645557,484816.73309541674,387853.3864763334,787343.0160818842,46.10994054533399,0.9292575606974913,0,3.0,1.25,0.11,0.0,1132435.41,1.0,91.0,CRITICAL,MODIFY
591782.277864345,551844.6570822629,441475.72566581034,5690.4084595738705,46.822259584040495,0.730900698603833,0,1.0,1.25,0.0,0.0,487103.75,0.45,77.1,HIGH,BLOCK
1005664.7086259477,1325630.7054689082,396897.8333153765,330967.0329368254,88.21222080303949,0.8286330495429345,0,4.0,3.34,0.806,0.0,407898.87,1.0,74.7,HIGH,MODIFY
509920.1811674715,1761470.785390822,1077000.6503380905,50269.21650727623,94.74594084631707,0.8042607400102819,0,4.0,1.636,1.162,1.115,0.0,0.03,19.2,LOW,ALLOW
983251.2268820007,1942807.773217029,1313689.783740319,664473.8590190505,57.30723693167686,0.6828898736839603,0,2.0,1.479,0.73,0.225,1018607.1,1.0,80.7,CRITICAL,MODIFY
210177.3064239903,688775.4201194237,551020.3360955389,160611.64826381626,68.9101317326813,0.9274662754847847,0,3.0,1.25,0.869,0.577,233033.87,0.723,58.7,MEDIUM,MODIFY
626708.6861945338,1637293.1128360927,1142725.0452485033,524658.1181372199,62.84751359906525,0.8414179925704028,1,3.0,1.433,0.884,0.425,656798.74,0.875,68.6,HIGH,MODIFY
1025865.8333688183,1656467.3329062616,472128.09861714323,725699.5216175412,90.94852788644478,0.852632047415307,1,2.0,3.509,1.336,0.0,567226.12,1.0,70.8,HIGH,MODIFY
724613.7873118343,634407.560503709,507526.0484029672,4448.107237566656,82.77352760062162,0.8648981670616742,1,4.0,1.25,0.0,0.0,602180.38,0.294,67.7,HIGH,BLOCK
534702.2668840596,798979.0870215943,186430.5028317984,651793.2733857491,56.49980537357905,0.9380908446559393,0,4.0,4.286,1.418,0.0,573946.96,1.0,78.5,HIGH,MODIFY
645076.7643938169,1157772.3442661907,418274.2411992412,739930.286424837,74.24040767640506,0.6727465777205681,0,2.0,2.768,1.226,0.0,645508.95,1.0,73.4,HIGH,MODIFY
838986.6505814788,1956832.17594474,858563.2462644142,221357.01663149847,86.0673877054554,0.7851402432199588,0,1.0,2.279,1.302,1.044,0.0,0.145,21.2,LOW,ALLOW
383929.02249841474,1471742.9612846829,1281881.8814275714,36711.64990762223,83.54757771559412,0.655049415595594,0,2.0,1.148,0.849,0.82,230779.59,0.13,32.6,LOW,MODIFY
1110185.0728656063,570755.8137458842,456604.6509967074,373823.280818061,78.2154095112937,0.7039263705145284,3,4.0,1.25,0.0,0.0,1369857.19,1.0,90.6,CRITICAL,BLOCK
409452.4586768149,1314796.0517865915,507016.02883987216,117309.28291415914,43.16745851050333,0.9724215805946537,0,1.0,2.593,1.786,1.554,0.0,0.008,24.3,LOW,ALLOW
966990.8864397608,1080619.4632141227,210642.85637413914,88140.00893867941,91.55729285764056,0.7278801896038951,0,3.0,5.13,0.539,0.121,185154.29,1.0,70.7,HIGH,MODIFY
626859.8614157111,1218406.648493749,783599.0900020986,796675.9695771873,90.91948302266806,0.6084738985938974,0,3.0,1.555,0.755,0.0,988728.27,1.0,75.8,HIGH,MODIFY
849919.2671202989,1751979.8426295917,651126.4537569039,378446.74305978365,74.81248439410355,0.9334550731118281,0,3.0,2.691,1.385,0.804,127512.62,0.496,36.0,MEDIUM,MODIFY
231018.08946599314,1435264.3410128525,703357.4092596831,373873.7406074602,82.84575091157684,0.9356797878881125,0,4.0,2.041,1.712,1.181,0.0,0.113,20.1,LOW,ALLOW
200305.4874663049,1424360.1254835664,311662.6711260046,145866.72925445673,92.09972625529757,0.7556594596784696,0,2.0,4.57,3.927,3.459,0.0,0.085,2.9,LOW,ALLOW
710017.136707094,656396.496706068,525117.1973648545,772314.049587225,96.63725426538386,0.6399570762586165,1,2.0,1.25,0.0,0.0,1351051.89,1.0,82.7,CRITICAL,BLOCK
20688.05424879982,940206.6594609122,825740.7065626774,733333.1209029172,69.79643310555507,0.9818923898381444,0,1.0,1.139,1.114,0.225,639555.22,1.0,55.7,MEDIUM,MODIFY
442404.5750628084,1556903.9443733725,1290780.048933572,709158.1525204328,88.30152210750902,0.7042579701239122,0,4.0,1.206,0.863,0.314,885438.83,0.986,67.1,HIGH,MODIFY
641780.6015133393,1425314.6392246874,556877.4595547174,215123.6922281403,97.17012864038634,0.9141569399397501,0,3.0,2.559,1.407,1.021,0.0,0.339,25.4,LOW,ALLOW
18614.25692507811,1387881.470565102,1081634.8952489425,232843.20162320675,55.47688800537045,0.6504255217082162,0,1.0,1.283,1.266,1.051,0.0,0.092,18.4,LOW,ALLOW
474052.7953674678,640744.632671395,512595.706137116,788822.5153465797,54.496565056011605,0.9698070234228355,0,3.0,1.25,0.325,0.0,1134726.38,1.0,88.1,CRITICAL,MODIFY
327909.9616231129,680563.985606265,502474.8030431103,33316.818182622665,73.15612584263349,0.8232890248402209,0,2.0,1.354,0.702,0.636,183137.6,0.004,40.7,MEDIUM,MODIFY
74361.23250272512,961985.9644380569,769588.7715504456,594573.7323856534,49.378265546237195,0.9250279625185694,0,2.0,1.25,1.153,0.381,476537.77,0.919,56.4,MEDIUM,MODIFY
270544.38654619176,1320411.1481008662,664481.4902124957,767515.7940411401,88.52873462140889,0.6644016632065121,0,4.0,1.987,1.58,0.425,382130.52,0.875,44.6,MEDIUM,MODIFY
955871.6838917834,1645842.5882145409,521490.9824496299,48097.108628216745,50.620033251303596,0.7805353699721943,2,1.0,3.156,1.323,1.231,0.0,0.235,51.4,MEDIUM,BLOCK
1171906.7109111596,843108.6852178224,276114.2984321367,261086.35666596386,41.2975073474658,0.6499289090051232,0,2.0,3.053,0.0,0.0,865998.68,1.0,92.5,CRITICAL,BLOCK
625442.8395652402,1447162.1195806726,669087.7591068182,646198.1827531196,43.27252380368434,0.8060547457713607,0,1.0,2.163,1.228,0.262,493566.66,1.0,73.6,HIGH,MODIFY
363812.85377977137,300648.33638949814,240518.66911159852,230307.98261652325,66.44896007205067,0.9569361355999118,0,4.0,1.25,0.0,0.0,533991.17,1.0,86.4,CRITICAL,BLOCK
900678.291685354,1256443.016681279,859337.5520451545,216716.19910614303,82.28471476913231,0.8488530532655458,0,1.0,1.462,0.414,0.162,720289.03,1.0,73.3,HIGH,MODIFY
817404.6065172161,482265.27627434663,346208.5299969454,611751.0051442375,91.3500471424081,0.7702704081937751,0,2.0,1.393,0.0,0.0,1293098.87,1.0,79.4,HIGH,BLOCK
1046279.0402857991,377239.8822605453,301791.9058084362,292103.75932765764,67.55523735618671,0.7633330585201237,0,1.0,1.25,0.0,0.0,1262934.82,1.0,82.3,CRITICAL,BLOCK
620829.396899647,273833.626796462,222410.77136070514,460150.01191629114,82.9479187866782,0.9324328603142643,0,3.0,1.231,0.0,0.0,1029556.55,1.0,77.6,HIGH,BLOCK
412915.1621291236,897825.103893618,718260.0831148945,659645.7344806634,84.97021453347877,0.7998745146112035,0,1.0,1.25,0.675,0.0,892995.88,1.0,80.4,CRITICAL,MODIFY
494594.0388522745,445214.5306612009,356171.62452896073,232384.65810460484,54.00229835606777,0.7296501079979334,0,4.0,1.25,0.0,0.0,637935.79,1.0,87.0,CRITICAL,BLOCK
961908.7879402346,1610937.7282420858,961801.4174847923,747324.4918008451,61.72777050581291,0.72973009242295,0,1.0,1.675,0.675,0.0,1060096.97,1.0,84.7,CRITICAL,MODIFY
933397.3660497748,1395284.9021150032,752959.5482510554,240020.0632037408,85.29071037728706,0.7762901368346684,0,4.0,1.853,0.613,0.295,531092.08,1.0,66.5,HIGH,MODIFY
852566.863967416,523855.3931257661,419084.3145006129,100952.82326236425,70.34454924907732,0.6578700578368835,0,2.0,1.25,0.0,0.0,848748.61,1.0,82.3,CRITICAL,BLOCK
855726.8645553073,269367.4641150858,215493.97129206863,699332.6683696146,92.66973104690834,0.8339397125205128,0,3.0,1.25,0.0,0.0,1501186.04,1.0,77.7,HIGH,BLOCK
866357.0955104211,1031321.2187103833,507954.68609579676,714089.1737075017,65.74623637762608,0.6517030147985846,0,3.0,2.03,0.325,0.0,1057079.74,1.0,86.5,CRITICAL,MODIFY
443176.2924603135,1079442.1032916242,357951.3195555982,176797.4933594827,93.19663505079194,0.9627503943876538,1,4.0,3.016,1.778,1.284,0.0,0.067,26.0,LOW,ALLOW
194288.91967540391,876087.3849840948,317298.62768964405,620646.5541465878,49.02956633983794,0.6575348672644837,0,3.0,2.761,2.149,0.193,256146.72,1.0,61.8,HIGH,MODIFY
338802.98340939404,403716.30525719654,322973.04420575727,397149.11524297023,94.80444242493212,0.919458339134424,0,3.0,1.25,0.201,0.0,655208.84,1.0,78.7,HIGH,MODIFY
433219.2234751549,633187.3478185409,541216.5699661484,770740.7375348321,92.3760801778435,0.7417769070730844,0,2.0,1.17,0.369,0.0,1111989.18,1.0,79.6,HIGH,MODIFY
265480.6494132385,1204838.457117681,963870.7656941448,298409.43094689836,97.23522084012446,0.856630583991298,0,4.0,1.25,0.975,0.665,322922.39,0.635,41.8,MEDIUM,MODIFY
912766.8274883658,1676669.9329627645,977227.964853971,241217.76812381955,87.4084404549395,0.8264063787888478,0,4.0,1.716,0.782,0.535,454542.63,0.765,52.8,MEDIUM,MODIFY
571143.4974178296,867002.2281951593,594999.1119553515,256848.00008510775,49.361858893304266,0.8440414202965567,0,2.0,1.457,0.497,0.066,555988.38,1.0,83.2,CRITICAL,MODIFY
743114.4603428465,1796900.451803256,1200889.1192560997,772421.2541733375,91.35008711401716,0.8606095672040319,0,3.0,1.496,0.878,0.234,919524.38,1.0,69.4,HIGH,MODIFY
950165.7839666406,358391.17512212286,286712.9400976983,441494.352799079,75.23581848009269,0.636205505670089,0,2.0,1.25,0.0,0.0,1319981.9,1.0,79.9,HIGH,BLOCK
852713.3429492464,713063.8441985671,194520.71618266686,548777.9359690299,83.28049571070449,0.8759697936824118,2,4.0,3.666,0.0,0.0,882948.15,1.0,87.0,CRITICAL,BLOCK
806242.3443680535,532893.747369682,153292.57584125342,188963.3032282781,73.07046009257888,0.7745430307262866,0,1.0,3.476,0.0,0.0,615604.48,1.0,82.3,CRITICAL,BLOCK
1127562.718877611,1150784.010699969,532490.8739775318,415786.49937712954,84.40874299853547,0.7607635101038268,0,4.0,2.161,0.044,0.0,925056.08,1.0,80.7,CRITICAL,MODIFY
230857.09303465448,738159.7647257634,590527.8117806107,149078.33184515152,85.18956492752356,0.7696362751269324,0,2.0,1.25,0.859,0.607,232303.47,0.693,52.7,MEDIUM,MODIFY
561089.0337929914,694665.0141984939,190481.20526848122,447044.18298080197,85.22325742519809,0.8983436836668623,1,4.0,3.647,0.701,0.0,503949.41,1.0,80.4,CRITICAL,MODIFY
120579.99911076008,1612812.046499318,591803.3722764422,554445.2461580402,67.98791871349499,0.9216676379244598,0,2.0,2.725,2.521,1.585,0.0,0.047,13.2,LOW,ALLOW
466986.43245087913,750719.6968650463,600575.757492037,487887.95004622126,97.9827258944288,0.8219242943858784,1,2.0,1.25,0.472,0.0,804730.44,1.0,78.4,HIGH,MODIFY
787777.4312463816,1654555.208883377,694556.7356034049,156787.36338049185,56.46977581533773,0.9672038675808352,0,1.0,2.382,1.248,1.022,0.0,0.127,34.0,LOW,ALLOW
1150896.7995485335,1992799.4329786142,851136.9238513199,97388.15820984951,98.19483265823644,0.6710040662252534,0,2.0,2.341,0.989,0.875,106622.45,0.425,24.6,LOW,MODIFY
172318.8475287311,1334260.2189972403,1067408.1751977922,306966.9339667852,68.94807521331968,0.6724381382934242,0,4.0,1.25,1.089,0.801,212433.74,0.499,30.7,LOW,MODIFY
1177685.6716744548,1204394.8709396143,514285.9143902775,540391.932203165,43.79498811082098,0.8007256450603362,0,3.0,2.342,0.052,0.0,1027968.65,1.0,92.2,CRITICAL,MODIFY
946796.0690136688,640293.5690628286,512234.8552502629,262286.3983161547,62.717487785985156,0.9120323480383439,2,4.0,1.25,0.0,0.0,1081023.75,1.0,95.9,CRITICAL,BLOCK
452489.58090359636,1398952.2833295139,1217585.9311536858,640913.4951852248,69.64252569330489,0.8190327596964727,0,3.0,1.149,0.777,0.251,912036.72,1.0,70.1,HIGH,MODIFY
900846.9738810005,437176.4365569888,349741.1492455911,521326.83053224726,55.4071580820509,0.6996248209986781,0,2.0,1.25,0.0,0.0,1334738.52,1.0,85.7,CRITICAL,BLOCK
309059.36614846415,981907.5050893201,410391.91776360525,202555.84822637794,42.496346701872746,0.7138173396800529,0,4.0,2.393,1.64,1.146,0.0,0.066,30.3,LOW,ALLOW
397698.58031390805,863585.5797463541,218457.3861726105,505257.7410604886,45.46860817616656,0.9786944243743696,0,1.0,3.953,2.133,0.0,257828.13,1.0,77.7,HIGH,MODIFY
386752.6274633231,1329229.1207783453,467833.78423845343,681774.059220136,58.85076592810498,0.8119349894237545,0,2.0,2.841,2.015,0.557,207131.35,0.743,46.1,MEDIUM,MODIFY
498800.3548619064,1872431.1281474524,1363707.754175918,796082.6111126657,50.98383985011501,0.7910877173537842,0,1.0,1.373,1.007,0.424,786159.59,0.876,65.7,HIGH,MODIFY
488631.9628228482,568019.4287474536,279314.5470478473,736074.2150646658,83.89510771798808,0.7971086409694332,3,4.0,2.034,0.284,0.0,936001.3,1.0,91.6,CRITICAL,BLOCK
328052.80004434544,428437.3662296679,260054.0855065401,367302.4529229431,89.47697226408509,0.9036177418012087,2,4.0,1.647,0.386,0.0,526971.97,1.0,86.4,CRITICAL,BLOCK
32545.23133423677,800754.2261856828,329152.4428029363,144152.26192085244,76.36885900501728,0.7673936494239879,2,3.0,2.433,2.334,1.896,0.0,0.032,19.5,LOW,BLOCK
1042142.6310198344,548733.0248992518,438986.4199194014,502008.9297531843,68.26895692320781,0.9497714546276979,1,1.0,1.25,0.0,0.0,1434404.96,1.0,86.3,CRITICAL,BLOCK
1077575.9629788941,219511.1339659195,175608.9071727356,782686.3654847959,46.41536269102807,0.8144062676220599,0,3.0,1.25,0.0,0.0,1816360.1,1.0,89.7,CRITICAL,BLOCK
541943.483908892,1027822.7358938452,531396.915374416,773141.3116119672,49.1448572246723,0.7105332211097579,0,2.0,1.934,0.914,0.0,818658.98,1.0,84.3,CRITICAL,MODIFY
499367.9120254079,356579.4790037529,285263.5832030023,318514.7574895248,42.55090882894765,0.6864488662666534,0,4.0,1.25,0.0,0.0,746566.77,1.0,91.8,CRITICAL,BLOCK
308150.5873791136,239907.18538564348,191925.7483085148,260690.5956969074,59.96395419417081,0.7641846940531738,2,1.0,1.25,0.0,0.0,520859.75,1.0,96.0,CRITICAL,BLOCK
181328.3443531885,1804964.8407960294,1158976.1411961028,579218.5861711827,46.65134233575509,0.6030044162035818,3,4.0,1.557,1.401,0.901,114558.23,0.399,40.6,MEDIUM,BLOCK
1148749.6845458318,1242285.1398954738,580929.1800423451,618081.1170995116,97.31680383154759,0.6324593460720142,0,4.0,2.138,0.161,0.0,1105474.84,1.0,75.2,HIGH,MODIFY
296704.27206397615,564696.979957426,393308.14489709085,639550.5058511543,51.069775371898906,0.9133505143192271,1,2.0,1.436,0.681,0.0,764865.94,1.0,91.1,CRITICAL,MODIFY
107461.77976085726,1248970.9441479533,581556.882390595,696503.0456698145,59.519976436434234,0.9189027962227565,2,3.0,2.148,1.963,0.765,136550.76,0.535,38.2,MEDIUM,BLOCK
823250.9202914641,466230.1830093364,388460.72021518275,329811.8814818631,71.17091548638908,0.7303879259895624,2,3.0,1.2,0.0,0.0,1075293.34,1.0,94.1,CRITICAL,BLOCK
91900.55064015722,456832.0907454151,196603.72332627073,619852.0103242729,93.4492039145738,0.7259675869862511,0,1.0,2.324,1.856,0.0,451524.19,1.0,59.8,MEDIUM,MODIFY
475707.35932797473,1292225.0985983284,406987.82640684245,292019.7828018963,54.62096717381444,0.9824032729304772,0,2.0,3.175,2.006,1.289,0.0,0.001,25.5,LOW,ALLOW
843663.1048165802,1459824.7807083954,411235.5118868799,42348.15837680186,74.08069600431824,0.8107011157340274,0,4.0,3.55,1.498,1.395,0.0,0.431,33.2,LOW,ALLOW
184599.67303359223,1008151.9637957864,806521.5710366291,629031.786098612,40.63271596192424,0.9769961964429129,0,1.0,1.25,1.021,0.241,612001.07,1.0,73.1,HIGH,MODIFY
211844.21387792542,1466774.617583512,1173419.6940668097,718818.1321618645,89.245779585053,0.6873501606018638,0,4.0,1.25,1.069,0.457,637307.42,0.843,44.1,MEDIUM,MODIFY
639731.477417383,1724329.7395880397,655051.2273901775,363210.67439670063,75.70267734097347,0.746240539061695,0,1.0,2.632,1.656,1.101,0.0,0.074,25.1,LOW,ALLOW
78074.28297326849,1574252.570141858,243405.6689917506,277729.0268010429,61.42193636787174,0.9218698088822376,0,4.0,6.468,6.147,5.006,0.0,0.091,10.5,LOW,ALLOW
262139.99982238087,1370828.0632834502,808970.2296626442,711491.5929781967,56.963822200681314,0.7948313836819876,0,3.0,1.695,1.37,0.491,411773.76,0.809,49.9,MEDIUM,MODIFY
759081.7308594151,830693.9398316534,664555.1518653227,742461.1329601182,91.33668959097304,0.9229335185006589,3,3.0,1.25,0.108,0.0,1335404.08,1.0,95.7,CRITICAL,BLOCK
601980.9454267125,863494.9925597924,178963.24728673854,752397.584858354,62.54965591456931,0.7437817655698622,0,4.0,4.825,1.461,0.0,669846.79,1.0,77.3,HIGH,MODIFY
868273.4547326154,965681.5325093927,772545.2260075142,360133.41612016817,74.27703580287579,0.9193225287083158,0,2.0,1.25,0.126,0.0,1035270.56,1.0,84.0,CRITICAL,MODIFY
677724.4737667657,1674348.3090923894,237554.08274925803,410026.17991412256,91.04163917286749,0.8884064972090769,0,2.0,7.048,4.195,2.469,0.0,0.331,22.8,LOW,ALLOW
787879.8031520137,206278.7001300383,165022.96010403067,39166.90974825112,91.46908130930346,0.9879188348577489,0,4.0,1.25,0.0,0.0,785790.97,0.4,65.3,HIGH,BLOCK
831474.7136341076,1719215.8299988462,1052241.652834571,369465.7830294318,88.57355665390119,0.9319434943299587,1,1.0,1.634,0.844,0.493,533966.32,0.807,59.8,MEDIUM,MODIFY
164036.18155658344,441436.9885309723,353149.59082477784,767078.4121784967,46.20569206198246,0.7309821057800423,0,4.0,1.25,0.786,0.0,842827.2,1.0,88.4,CRITICAL,MODIFY
474508.72054311034,772282.7667829329,617826.2134263463,638525.5191500827,80.46495454469357,0.986290783816639,1,2.0,1.25,0.482,0.0,958577.69,1.0,83.2,CRITICAL,MODIFY
687031.0882565643,1739869.0556691652,1134599.4355214874,590821.8900137879,67.11425659081156,0.7101005453239138,0,2.0,1.533,0.928,0.407,672583.36,0.893,64.0,HIGH,MODIFY
898938.9854383747,842463.9879950371,722961.2401158888,703424.5718149756,82.62628632762679,0.7622654884248617,0,3.0,1.165,0.0,0.0,1482860.81,1.0,79.7,HIGH,BLOCK
600998.6637677766,1515481.165076868,811586.9137001539,407673.61789509415,95.68846673400904,0.7100396580596207,0,2.0,1.867,1.127,0.624,304778.03,0.676,38.4,MEDIUM,MODIFY
712403.054825322,871118.6743969579,696894.9395175664,601380.7244550928,50.469181416104796,0.656392176087784,0,1.0,1.25,0.228,0.0,1139560.04,1.0,87.8,CRITICAL,MODIFY
772090.3150568646,883939.0635915532,493133.14612813864,98470.96889438535,62.50989461527392,0.79145197468739,0,4.0,1.792,0.227,0.027,479755.37,1.0,82.1,CRITICAL,MODIFY
301925.6640966236,267629.0868460947,214103.26947687578,444090.44074052677,72.85187136224079,0.6154461656150618,0,2.0,1.25,0.0,0.0,692490.29,1.0,82.0,CRITICAL,BLOCK
290151.86408172984,1609269.1545143302,654779.9137487469,674482.1270196605,50.498225219458455,0.8689229158829835,0,3.0,2.458,2.015,0.985,10144.75,0.315,18.6,LOW,MODIFY
489844.84488635825,404725.4795978501,323780.3836782801,683594.9043300946,74.76479213402497,0.7132493038545799,0,4.0,1.25,0.0,0.0,1092494.65,1.0,82.5,CRITICAL,BLOCK
557507.1535089092,597850.9511714227,478280.7609371382,345201.1664846366,93.4342615085051,0.6031492053669255,0,3.0,1.25,0.084,0.0,783138.13,1.0,80.0,CRITICAL,MODIFY
776562.5731018436,990878.7434722407,792702.9947777926,44384.7436682332,59.21374951273748,0.7881186548632536,0,4.0,1.25,0.27,0.214,622771.57,0.434,66.8,HIGH,MODIFY
806487.6223244448,566912.005346234,453529.6042769872,169346.32838850882,77.80360341695416,0.6804943794488865,0,1.0,1.25,0.0,0.0,862451.55,1.0,78.3,HIGH,BLOCK
177459.82528417232,833093.1131316995,666474.4905053596,774951.9852365687,49.31734657257546,0.8413713469799818,0,2.0,1.25,0.984,0.0,785793.19,1.0,82.6,CRITICAL,MODIFY
1190255.4747243924,871687.7595430104,697350.2076344084,149162.64344489836,76.09686784549311,0.6768608639969843,0,4.0,1.25,0.0,0.0,1165080.57,1.0,82.1,CRITICAL,BLOCK
969838.0507515109,1623784.7598575156,1299027.8078860126,429685.69585933303,59.1462720332875,0.7558969320604632,1,2.0,1.25,0.503,0.173,1074766.79,1.0,86.4,CRITICAL,MODIFY
136324.60200732603,1848565.2989942946,509130.32727329724,628679.5062831278,43.98007453920579,0.7169383629925824,1,4.0,3.631,3.363,2.128,0.0,0.039,21.1,LOW,ALLOW
1149691.6546051372,1252165.340412085,304888.3262508392,85443.37660551467,70.94971801476241,0.627691405839642,0,4.0,4.107,0.336,0.056,287858.02,1.0,85.7,CRITICAL,MODIFY
195192.02856396415,1354702.194068758,439072.65212513524,678018.1638160927,77.03170764883754,0.6957137725814228,0,3.0,3.085,2.641,1.097,0.0,0.263,18.5,LOW,ALLOW
396691.4132446131,1341489.6856219694,286006.36437800445,399587.6016472799,90.45037600495277,0.716831581358922,0,1.0,4.69,3.303,1.906,0.0,0.096,15.4,LOW,ALLOW
1091223.8629517546,743398.2841514465,594718.6273211573,227065.87562695643,98.35942075101522,0.6012661322630399,0,1.0,1.25,0.0,0.0,1169610.08,1.0,77.1,HIGH,BLOCK
853942.2812906072,651188.8059041207,520951.04472329654,135693.7297826172,79.1530694644716,0.8221502165567234,0,1.0,1.25,0.0,0.0,859398.25,1.0,81.4,CRITICAL,BLOCK
465799.62273353984,731186.9026149287,522863.02871736535,49647.140016117584,96.14917557153743,0.8434467785142963,0,3.0,1.398,0.508,0.413,307122.89,0.342,47.0,MEDIUM,MODIFY
1025347.2812659012,649703.6283270125,519762.90266161005,61593.39577836596,66.04831610699966,0.9881329335404807,0,4.0,1.25,0.0,0.0,956999.95,1.0,82.3,CRITICAL,BLOCK
111635.09466389685,667565.4332215511,534052.346577241,141856.9386032525,93.8451955248189,0.6645285690092699,0,4.0,1.25,1.041,0.775,119978.95,0.525,31.0,LOW,MODIFY
411547.60024686035,1126271.6075397227,901017.2860317782,202474.27621160483,88.9700641115587,0.8062248175252493,2,3.0,1.25,0.793,0.569,388767.55,0.731,61.5,HIGH,BLOCK
437991.1857074119,1413400.4887544059,736913.235703772,642895.1442976774,48.288227286602755,0.7328122007280911,2,1.0,1.918,1.324,0.451,404399.08,0.849,66.0,HIGH,BLOCK
148721.66814432517,1566232.150664056,581317.5312809577,517437.61070146697,45.83533050382123,0.7455520291890247,0,2.0,2.694,2.438,1.548,0.0,0.085,20.9,LOW,ALLOW
212518.90914080126,1645388.9991881843,950075.7768055794,651551.9415431996,90.90443222114779,0.8508187597794366,0,3.0,1.732,1.508,0.822,168757.63,0.478,16.4,LOW,MODIFY
355329.8736444759,1293687.6944199388,830099.1788686746,227394.96235155966,84.31369931222017,0.6843956526970214,0,3.0,1.558,1.13,0.856,119136.32,0.444,29.2,LOW,MODIFY
153986.57052641077,1239043.5371245863,405907.2377805298,683776.5405679252,64.31909307811706,0.659996131824191,2,2.0,3.053,2.673,0.989,4626.81,0.311,22.7,LOW,BLOCK
612245.6342686453,473864.2565381081,379091.40523048653,242180.84634447622,58.12619629289618,0.8411255652612457,0,4.0,1.25,0.0,0.0,759653.63,1.0,84.6,CRITICAL,BLOCK
